pnt_num,y,x,z
17,7932.051,1173.024,190
17,7977.149,1129.1,190
17,8000,1106.844,190
18,7677.882,600,192
18,7620.995,663.103,192
18,7594.132,693.996,192
18,7579.341,713.177,192
18,7562.317,736.763,192
18,7543.344,763.356,192
18,7526.351,787.181,192
18,7515.615,801.997,192
18,7503.064,819.164,192
18,7488.826,838.466,192
18,7479.756,851.262,192
18,7462.468,878.232,192
18,7444.399,912.181,192
18,7434.724,932.098,192
18,7421.95,962.766,192
18,7412.577,987.154,192
18,7407.896,999.132,192
18,7401.094,1014.877,192
18,7392.576,1033.915,192
18,7386.614,1046.85,192
18,7373.033,1074.358,192
18,7354.142,1107.478,192
18,7342.625,1126.38,192
18,7323.906,1154.084,192
18,7308.63,1175.394,192
18,7300.781,1185.963,192
18,7288.622,1200.862,192
18,7270.152,1220.639,192
18,7257.723,1233.572,192
18,7234.142,1257.621,192
18,7213.727,1278.45,192
18,7203.808,1288.92,192
18,7191.83,1303.407,192
18,7177.463,1323.605,192
18,7167.723,1337.42,192
18,7148.735,1363.723,192
18,7129.841,1388.157,192
18,7110.552,1407.636,192
18,7074.182,1430.84,192
18,7000,1469.39,192
18,7000,1795.612,192
18,7084.877,1788.741,192
18,7145.679,1784.48,192
18,7191.667,1777.217,192
18,7230.327,1763.069,192
18,7262.058,1745.074,192
18,7285.486,1728.001,192
18,7298.115,1716.446,192
18,7312.397,1700.577,192
18,7328.551,1678.244,192
18,7338.898,1663.483,192
18,7358.336,1635.396,192
18,7376.192,1608.437,192
18,7385.033,1594.392,192
18,7395.237,1575.434,192
18,7403.742,1555.798,192
18,7408.838,1543.336,192
18,7418.872,1518.157,192
18,7431.671,1486.18,192
18,7439.583,1466.95,192
18,7453.601,1435.355,192
18,7468.333,1406.811,192
18,7477.27,1392.368,192
18,7494.589,1374.79,192
18,7519.496,1361.889,192
18,7536.134,1355.413,192
18,7569.447,1346.515,192
18,7608.333,1338.615,192
18,7630.748,1334.22,192
18,7665.425,1327.064,192
18,7696.851,1319.311,192
18,7713.377,1314.522,192
18,7736.186,1305.28,192
18,7756.541,1293.187,192
18,7768.285,1285.458,192
18,7789.612,1270.772,192
18,7817.345,1253.783,192
18,7835.613,1242.998,192
18,7863.874,1229.12,192
18,7889.449,1217.074,192
18,7911.45,1205.113,192
18,7942.829,1180.002,192
18,7988.413,1136.652,192
18,8000,1125.632,192
19,7636.204,600,194
19,7603.356,636.978,194
19,7576.297,669.169,194
19,7553.646,698.451,194
19,7534.34,726.066,194
19,7518.592,750.717,194
19,7506.937,770.474,194
19,7500.142,782.922,194
19,7490.377,799.397,194
19,7475.5,821.785,194
19,7465.383,836.759,194
19,7445.6,866.433,194
19,7426.775,897.73,194
19,7417.468,914.669,194
19,7407.37,938.118,194
19,7401.097,958.591,194
19,7397.809,970.216,194
19,7391.639,990.903,194
19,7382.088,1017.931,194
19,7375.401,1035.115,194
19,7361.087,1066.773,194
19,7343.465,1099.603,194
19,7333.161,1117.42,194
19,7317.041,1142.234,194
19,7302.735,1162.961,194
19,7294.827,1174.134,194
19,7281.326,1192.071,194
19,7262.562,1213.836,194
19,7250.484,1227.217,194
19,7228.647,1250.279,194
19,7209.143,1270.865,194
19,7199.2,1281.776,194
19,7185.633,1298.631,194
19,7169.23,1321.438,194
19,7158.36,1336.701,194
19,7139.447,1363.033,194
19,7122.168,1386.099,194
19,7105.968,1403.146,194
19,7072.743,1424.419,194
19,7000,1463.412,194
19,7000,1806.575,194
19,7038.449,1801.128,194
19,7071.363,1797.753,194
19,7102.264,1796.169,194
19,7134.004,1795.64,194
19,7166.751,1793.595,194
19,7200,1787.003,194
19,7230.46,1773.725,194
19,7263.123,1756.038,194
19,7289.082,1736.611,194
19,7301.904,1725.4,194
19,7318.635,1706.232,194
19,7336.797,1680.776,194
19,7347.913,1664.789,194
19,7367.24,1636.986,194
19,7383.395,1613.328,194
19,7391.051,1601.577,194
19,7399.361,1586.182,194
19,7407.186,1567.21,194
19,7412.353,1554.083,194
19,7423.642,1525.342,194
19,7437.991,1489.441,194
19,7446.573,1468.486,194
19,7460.665,1436.232,194
19,7474.167,1409.159,194
19,7482.146,1395.908,194
19,7497.548,1380.67,194
19,7520.807,1369.798,194
19,7536.717,1364.211,194
19,7569.52,1355.849,194
19,7608.333,1347.693,194
19,7630.917,1342.965,194
19,7666.78,1334.774,194
19,7701.425,1325.235,194
19,7720.098,1319.45,194
19,7746.239,1309.313,194
19,7767.214,1298.579,194
19,7778.338,1292.21,194
19,7796.332,1280.717,194
19,7820.395,1265.959,194
19,7836.693,1256.176,194
19,7865.401,1240.703,194
19,7894.22,1225.6,194
19,7921.345,1210.526,194
19,7953.608,1186.98,194
19,8000,1144.42,194
20,7596.362,600,196
20,7534.03,673.181,196
20,7507.182,707.763,196
20,7497.114,726.306,196
20,7488.128,747.308,196
20,7476.556,773.022,196
20,7461.735,801.637,196
20,7444.522,829.01,196
20,7425.557,857.892,196
20,7410.599,879.425,196
20,7403.813,889.837,196
20,7397.449,904.02,196
20,7392.674,923.883,196
20,7389.433,938.084,196
20,7381.346,969.691,196
20,7369.232,1008.333,196
20,7361.425,1030.652,196
20,7347.035,1064.662,196
20,7331.806,1094.274,196
20,7323.26,1109.592,196
20,7310.122,1130.525,196
20,7296.841,1150.529,196
20,7288.874,1162.305,196
20,7274.031,1183.281,196
20,7254.971,1207.033,196
20,7243.246,1220.862,196
20,7223.152,1242.938,196
20,7204.56,1263.279,196
20,7194.592,1274.632,196
20,7179.435,1293.855,196
20,7160.996,1319.27,196
20,7148.998,1335.983,196
20,7130.159,1362.343,196
20,7114.495,1384.041,196
20,7101.385,1398.656,196
20,7071.304,1417.999,196
20,7000,1457.434,196
20,7000,1818.785,196
20,7062.56,1811.205,196
20,7084.38,1808.561,196
20,7141.705,1805.901,196
20,7178.255,1806.04,196
20,7200.444,1804.864,196
20,7215.225,1800.854,196
20,7229.687,1793.139,196
20,7248.691,1781.319,196
20,7271.969,1765.123,196
20,7294.857,1745.744,196
20,7307.112,1733.909,196
20,7324.832,1712.165,196
20,7344.292,1684.448,196
20,7355.847,1667.713,196
20,7374.682,1640.622,196
20,7389.486,1619.328,196
20,7396.359,1608.988,196
20,7403.789,1595.194,196
20,7411.623,1575.76,196
20,7417.054,1561.758,196
20,7429.326,1530.289,196
20,7444.738,1491.667,196
20,7453.753,1469.562,196
20,7467.752,1437.052,196
20,7480.001,1411.508,196
20,7487.022,1399.448,196
20,7500.507,1386.55,196
20,7522.119,1377.707,196
20,7537.3,1373.008,196
20,7569.593,1365.184,196
20,7608.333,1356.772,196
20,7631.086,1351.709,196
20,7668.136,1342.484,196
20,7706,1331.159,196
20,7726.818,1324.378,196
20,7756.291,1313.347,196
20,7777.888,1303.971,196
20,7788.39,1298.963,196
20,7803.053,1290.662,196
20,7823.444,1278.135,196
20,7837.773,1269.354,196
20,7866.927,1252.285,196
20,7898.991,1234.126,196
20,7931.24,1215.939,196
20,7964.386,1193.958,196
20,8000,1163.208,196
21,7568.66,600,198
21,7518.14,657.967,198
21,7494.206,689.281,198
21,7482.317,710.903,198
21,7470.499,736.31,198
21,7457.042,765.042,198
21,7442.804,793.153,198
21,7429.677,815.158,198
21,7415.264,838.851,198
21,7403.021,859.369,198
21,7396.8,870.949,198
21,7388.617,891.393,198
21,7381.058,918.153,198
21,7376.438,935.537,198
21,7367.181,969.373,198
21,7354.536,1008.333,198
21,7346.631,1030.455,198
21,7332.881,1063.083,198
21,7320.147,1088.946,198
21,7313.36,1101.765,198
21,7303.203,1118.816,198
21,7290.946,1138.097,198
21,7282.921,1150.476,198
21,7266.736,1174.49,198
21,7247.381,1200.23,198
21,7236.008,1214.507,198
21,7217.657,1235.597,198
21,7199.976,1255.694,198
21,7190.047,1267.405,198
21,7173.743,1288.419,198
21,7154.468,1314.875,198
21,7142.074,1332.042,198
21,7124.094,1357.158,198
21,7109.03,1378.136,198
21,7095.823,1393.447,198
21,7066.769,1413.447,198
21,7000,1451.457,198
21,7000,1830.995,198
21,7073.664,1821.751,198
21,7084.53,1820.387,198
21,7142.909,1816.952,198
21,7182.317,1815.556,198
21,7209.471,1812,198
21,7229.216,1805.833,198
21,7245.936,1797.54,198
21,7262.174,1787.729,198
21,7281.667,1773.572,198
21,7301.438,1754.605,198
21,7312.619,1742.387,198
21,7330.594,1718.808,198
21,7350.171,1690.573,198
21,7361.459,1674.117,198
21,7378.982,1648.658,198
21,7393.184,1627.711,198
21,7400.14,1616.883,198
21,7408.871,1600.472,198
21,7418.199,1578.156,198
21,7424.303,1562.822,198
21,7436.974,1530.422,198
21,7452.405,1491.667,198
21,7461.341,1469.649,198
21,7474.891,1437.747,198
21,7485.836,1413.856,198
21,7491.898,1402.988,198
21,7503.467,1392.431,198
21,7523.43,1385.615,198
21,7537.883,1381.806,198
21,7569.666,1374.519,198
21,7608.333,1365.85,198
21,7631.173,1360.49,198
21,7668.827,1350.487,198
21,7708.333,1338.073,198
21,7730.318,1330.685,198
21,7761.991,1318.951,198
21,7785.262,1309.633,198
21,7796.351,1304.895,198
21,7810.719,1297.581,198
21,7829.499,1286.214,198
21,7842.839,1278.047,198
21,7871.255,1260.872,198
21,7905.047,1241.293,198
21,7941.516,1220.949,198
21,7975.213,1200.885,198
21,8000,1181.996,198
22,7540.959,600,200
22,7507.287,640.432,200
22,7484.533,673.184,200
22,7467.213,703.142,200
22,7450.958,733.799,200
22,7435.846,763.057,200
22,7423.068,787.423,200
22,7414.474,802.531,200
22,7404.925,819.962,200
22,7395.443,839.314,200
22,7389.787,852.061,200
22,7379.784,878.766,200
22,7369.442,912.423,200
22,7363.442,932.99,200
22,7353.016,969.054,200
22,7339.841,1008.333,200
22,7331.838,1030.257,200
22,7318.727,1061.504,200
22,7308.487,1083.618,200
22,7303.459,1093.937,200
22,7296.284,1107.108,200
22,7285.051,1125.665,200
22,7276.968,1138.647,200
22,7259.44,1165.699,200
22,7239.79,1193.427,200
22,7228.77,1208.153,200
22,7212.163,1228.255,200
22,7195.393,1248.108,200
22,7185.535,1260.135,200
22,7168.316,1282.637,200
22,7148.834,1309.314,200
22,7136.429,1326.413,200
22,7119.716,1349.618,200
22,7104.721,1370.215,200
22,7089.75,1387.862,200
22,7060.613,1409.873,200
22,7000,1445.479,200
22,7000,1843.205,200
22,7084.681,1832.213,200
22,7144.112,1828.004,200
22,7186.379,1825.072,200
22,7218.498,1819.136,200
22,7243.208,1810.812,200
22,7262.184,1801.941,200
22,7275.657,1794.139,200
22,7291.365,1782.021,200
22,7308.02,1763.466,200
22,7318.126,1750.866,200
22,7336.357,1725.452,200
22,7356.05,1696.698,200
22,7367.071,1680.521,200
22,7383.282,1656.694,200
22,7396.883,1636.095,200
22,7403.921,1624.779,200
22,7413.953,1605.751,200
22,7424.774,1580.551,200
22,7431.553,1563.887,200
22,7444.622,1530.555,200
22,7460.071,1491.667,200
22,7468.929,1469.736,200
22,7482.03,1438.443,200
22,7491.67,1416.204,200
22,7496.774,1406.528,200
22,7506.426,1398.311,200
22,7524.742,1393.524,200
22,7538.466,1390.604,200
22,7569.739,1383.854,200
22,7608.333,1374.929,200
22,7631.173,1369.309,200
22,7668.827,1358.796,200
22,7708.333,1346.017,200
22,7730.464,1338.427,200
22,7763.157,1326.191,200
22,7789.198,1315.577,200
22,7804.604,1309.003,200
22,7819.678,1301.226,200
22,7838.685,1290.026,200
22,7868.527,1272.061,200
22,7912.807,1246.961,200
22,7918.854,1243.533,200
22,7987.662,1207.067,200
22,8000,1200.528,200
23,7513.257,600,202
23,7496.477,622.836,202
23,7475.212,656.594,202
23,7453.299,693.719,202
23,7434.019,727.654,202
23,7418.425,755.832,202
23,7407.008,776.684,202
23,7400.815,788.039,202
23,7393.656,802.818,202
23,7385.284,823.338,202
23,7379.752,837.841,202
23,7368.644,869.661,202
23,7356.75,908.333,202
23,7350.106,930.904,202
23,7339.903,966.675,202
23,7328.895,1001.069,202
23,7322.428,1019.575,202
23,7311.809,1045.457,202
23,7302.183,1066.384,202
23,7296.811,1077.556,202
23,7287.413,1095.81,202
23,7273.734,1120.157,202
23,7264.664,1135.748,202
23,7247.295,1164.048,202
23,7229.936,1189.986,202
23,7220.526,1203.292,202
23,7206.542,1221.101,202
23,7190.809,1240.523,202
23,7181.024,1252.866,202
23,7162.889,1276.855,202
23,7143.199,1303.752,202
23,7130.784,1320.784,202
23,7115.339,1342.078,202
23,7100.413,1362.295,202
23,7083.676,1382.276,202
23,7054.457,1406.3,202
23,7000,1439.501,202
23,7000,1855.415,202
23,7084.831,1844.039,202
23,7145.316,1839.056,202
23,7190.442,1834.588,202
23,7227.524,1826.272,202
23,7257.2,1815.791,202
23,7278.433,1806.341,202
23,7289.14,1800.549,202
23,7301.064,1790.47,202
23,7314.602,1772.328,202
23,7323.633,1759.344,202
23,7342.119,1732.096,202
23,7361.929,1702.822,202
23,7372.682,1686.925,202
23,7387.582,1664.731,202
23,7400.581,1644.478,202
23,7407.702,1632.674,202
23,7419.035,1611.029,202
23,7431.35,1582.946,202
23,7438.744,1565.08,202
23,7451.802,1531.719,202
23,7466.157,1495.144,202
23,7474.563,1474.861,202
23,7488.634,1446.221,202
23,7503.732,1424.78,202
23,7512.744,1414.939,202
23,7528.852,1405.155,202
23,7548.135,1399.35,202
23,7560.368,1396.287,202
23,7584.319,1390.547,202
23,7614.943,1382.75,202
23,7634.111,1377.57,202
23,7669.194,1367.035,202
23,7708.333,1353.962,202
23,7730.61,1346.169,202
23,7764.324,1333.431,202
23,7793.135,1321.521,202
23,7810.387,1314.098,202
23,7828.329,1304.995,202
23,7847.87,1293.837,202
23,7874.748,1278.041,202
23,7920.944,1252.904,202
23,7993.747,1216.334,202
23,8000,1213.193,202
24,7486.209,600,204
24,7442.161,678.312,204
24,7417.179,723.037,204
24,7402.596,748.859,204
24,7391.095,768.591,204
24,7380.769,787.553,204
24,7371.063,809.198,204
24,7362.184,835.261,204
24,7351.752,869.338,204
24,7341.373,908.333,204
24,7335.585,930.62,204
24,7326.703,964.401,204
24,7318.162,993.395,204
24,7313.323,1008.3,204
24,7305.299,1028.592,204
24,7296.182,1048.477,204
24,7290.347,1060.691,204
24,7278.431,1084.535,204
24,7262.109,1115.041,204
24,7252,1133.354,204
24,7234.875,1162.8,204
24,7219.954,1186.735,204
24,7212.224,1198.516,204
24,7200.914,1213.957,204
24,7186.225,1232.937,204
24,7176.512,1245.596,204
24,7157.461,1271.073,204
24,7137.564,1298.19,204
24,7125.138,1315.154,204
24,7110.962,1334.539,204
24,7096.104,1354.374,204
24,7077.602,1376.691,204
24,7048.301,1402.727,204
24,7000,1433.524,204
24,7000,1867.626,204
24,7084.877,1855.929,204
24,7145.679,1850.615,204
24,7191.667,1845.817,204
24,7230.295,1837.148,204
24,7261.804,1826.144,204
24,7284.629,1815.823,204
24,7296.126,1808.707,204
24,7308.779,1796.865,204
24,7322.88,1776.712,204
24,7332.149,1762.755,204
24,7350.579,1734.938,204
24,7369.104,1707.179,204
24,7378.87,1692.542,204
24,7391.953,1672.669,204
24,7404.279,1652.862,204
24,7411.483,1640.57,204
24,7424.117,1616.308,204
24,7437.926,1585.341,204
24,7445.921,1566.305,204
24,7458.867,1533.134,204
24,7471.855,1499.473,204
24,7479.718,1481.222,204
24,7495.107,1455.735,204
24,7517.32,1434.882,204
24,7531.433,1424.542,204
24,7556.05,1412.235,204
24,7576.94,1404.665,204
24,7587.497,1401.207,204
24,7602.456,1396.592,204
24,7623.173,1390.263,204
24,7637.768,1385.693,204
24,7669.652,1375.256,204
24,7708.333,1361.906,204
24,7730.756,1353.911,204
24,7765.49,1340.671,204
24,7797.071,1327.466,204
24,7816.171,1319.193,204
24,7836.98,1308.764,204
24,7857.055,1297.649,204
24,7880.969,1284.021,204
24,7923.034,1262.275,204
24,7996.851,1227.348,204
24,8000,1225.858,204
25,7459.762,600,206
25,7423.582,673.688,206
25,7405.351,709.273,206
25,7394.14,728.536,206
25,7381.26,749.451,206
25,7366.961,774.758,206
25,7353.731,803.391,206
25,7344.616,832.68,206
25,7334.859,869.016,206
25,7325.995,908.333,206
25,7321.064,930.335,206
25,7313.503,962.127,206
25,7307.429,985.72,206
25,7304.217,997.025,206
25,7298.789,1011.727,206
25,7290.18,1030.57,206
25,7283.883,1043.826,206
25,7269.449,1073.26,206
25,7250.485,1109.925,206
25,7239.337,1130.96,206
25,7222.456,1161.553,206
25,7209.972,1183.484,206
25,7203.923,1193.74,206
25,7195.287,1206.813,206
25,7181.642,1225.352,206
25,7172,1238.326,206
25,7152.034,1265.292,206
25,7131.929,1292.628,206
25,7119.493,1309.525,206
25,7106.585,1326.999,206
25,7091.796,1346.454,206
25,7071.528,1371.105,206
25,7042.144,1399.154,206
25,7000,1427.546,206
25,7000,1879.836,206
25,7084.877,1867.846,206
25,7145.679,1862.394,206
25,7191.667,1857.785,206
25,7230.364,1849.639,206
25,7262.353,1838.819,206
25,7286.483,1827.5,206
25,7300.306,1817.62,206
25,7315.639,1802.372,206
25,7331.89,1779.164,206
25,7341.963,1763.978,206
25,7360.202,1736.139,206
25,7376.837,1710.772,206
25,7385.306,1697.821,206
25,7396.356,1680.564,206
25,7407.977,1661.245,206
25,7415.264,1648.465,206
25,7429.199,1621.586,206
25,7444.501,1587.737,206
25,7453.097,1567.53,206
25,7465.933,1534.55,206
25,7477.554,1503.803,206
25,7484.517,1487.657,206
25,7498.735,1465.843,206
25,7521.304,1446.988,206
25,7536.177,1437.021,206
25,7563.458,1423.159,206
25,7587.78,1412.767,206
25,7600.052,1407.754,206
25,7616.254,1401.428,206
25,7635.376,1394.702,206
25,7648.352,1390.257,206
25,7676.286,1380.775,206
25,7711.298,1368.591,206
25,7732.219,1361.093,206
25,7766.821,1347.842,206
25,7801.008,1333.41,206
25,7821.954,1324.288,206
25,7845.631,1312.533,206
25,7866.241,1301.461,206
25,7887.189,1290.002,206
25,7925.124,1271.646,206
25,7957.546,1257.304,206
25,8000,1238.523,206
26,7433.315,600,208
26,7408.076,656.967,208
26,7393.591,688.363,208
26,7381.76,710.461,208
26,7366.468,736.433,208
26,7349.524,767.054,208
26,7334.72,800,208
26,7326.394,830.817,208
26,7318.613,865.977,208
26,7313.112,898.715,208
26,7310.109,916.116,208
26,7304.989,940.283,208
26,7299.829,960.891,208
26,7296.646,972.382,208
26,7290.039,992.351,208
26,7279.571,1018.588,208
26,7272.368,1035.508,208
26,7257.531,1067.62,208
26,7240.172,1102.337,208
26,7230.332,1121.437,208
26,7215.928,1148.242,208
26,7204.44,1169.341,208
26,7198.343,1180.34,208
26,7188.09,1197.671,208
26,7172.621,1221.002,208
26,7162.281,1236.092,208
26,7142.626,1263.842,208
26,7124.436,1289.133,208
26,7113.297,1304.509,208
26,7102.139,1319.536,208
26,7087.487,1338.533,208
26,7065.454,1365.52,208
26,7035.988,1395.581,208
26,7000,1421.568,208
26,7000,1892.046,208
26,7084.877,1879.763,208
26,7145.679,1874.172,208
26,7191.667,1869.753,208
26,7230.432,1862.129,208
26,7262.902,1851.493,208
26,7288.338,1839.176,208
26,7304.487,1826.532,208
26,7322.499,1807.879,208
26,7340.901,1781.616,208
26,7351.778,1765.201,208
26,7369.826,1737.34,208
26,7384.571,1714.365,208
26,7391.741,1703.099,208
26,7400.759,1688.46,208
26,7411.676,1669.629,208
26,7419.046,1656.361,208
26,7434.281,1626.865,208
26,7451.077,1590.132,208
26,7460.274,1568.755,208
26,7472.998,1535.966,208
26,7483.253,1508.132,208
26,7489.215,1494.112,208
26,7501.551,1476.12,208
26,7522.548,1459.666,208
26,7536.941,1450.319,208
26,7565.221,1435.18,208
26,7593.496,1421.663,208
26,7608.448,1414.766,208
26,7628.813,1405.919,208
26,7648.712,1398.264,208
26,7660.912,1393.806,208
26,7684.683,1385.524,208
26,7715.108,1374.916,208
26,7734.058,1368.116,208
26,7768.199,1354.992,208
26,7804.944,1339.354,208
26,7827.737,1329.383,208
26,7854.281,1316.302,208
26,7875.426,1305.272,208
26,7893.41,1295.982,208
26,7927.213,1281.017,208
26,7977.548,1260.389,208
26,8000,1251.188,208
27,7406.867,600,210
27,7396.886,623.259,210
27,7381.928,657.418,210
27,7363.869,695.541,210
27,7344.717,732.012,210
27,7326.994,766.502,210
27,7313.351,800,210
27,7307.166,830.3,210
27,7302.569,861.841,210
27,7301.356,884.755,210
27,7300.764,895.607,210
27,7298.591,909.605,210
27,7293.645,928.317,210
27,7289.768,941.704,210
27,7280.278,971.841,210
27,7266.882,1009.281,210
27,7258.526,1031.139,210
27,7243.916,1065.24,210
27,7229.2,1096.048,210
27,7221.184,1112.198,210
27,7209.646,1134.422,210
27,7199.124,1154.668,210
27,7192.896,1166.521,210
27,7180.817,1188.433,210
27,7163.385,1216.81,210
27,7152.309,1234.103,210
27,7133.024,1262.603,210
27,7116.852,1285.739,210
27,7107.074,1299.522,210
27,7097.689,1312.076,210
27,7083.179,1330.613,210
27,7059.38,1359.934,210
27,7029.832,1392.007,210
27,7000,1415.59,210
27,7000,1905.067,210
27,7027.761,1899.629,210
27,7061.551,1894.227,210
27,7097.534,1890.025,210
27,7132.603,1887.654,210
27,7166.575,1885.598,210
27,7200,1881.805,210
27,7230.628,1874.452,210
27,7264.468,1862.823,210
27,7293.621,1846.318,210
27,7308.633,1835.504,210
27,7329.09,1813.857,210
27,7349.006,1785.658,210
27,7360.294,1768.712,210
27,7377.712,1741.653,210
27,7391.041,1720.377,210
27,7397.435,1709.976,210
27,7405.696,1695.855,210
27,7416.751,1676.06,210
27,7424.423,1661.891,210
27,7440.576,1630.306,210
27,7458.218,1591.667,210
27,7467.702,1569.597,210
27,7480.095,1537.334,210
27,7488.952,1512.461,210
27,7493.913,1500.568,210
27,7504.366,1486.397,210
27,7523.792,1472.343,210
27,7537.705,1463.617,210
27,7566.983,1447.201,210
27,7599.211,1430.56,210
27,7616.845,1421.777,210
27,7641.373,1410.41,210
27,7662.048,1401.826,210
27,7673.472,1397.354,210
27,7693.08,1390.272,210
27,7718.918,1381.241,210
27,7735.877,1375.156,210
27,7769.415,1362.29,210
27,7808.333,1345.797,210
27,7832.759,1335.198,210
27,7862.073,1321.066,210
27,7884.495,1309.905,210
27,7901.175,1302.04,210
27,7931.638,1289.878,210
27,8000,1263.852,210
28,7384.441,600,212
28,7348.338,679.837,212
28,7323.746,727.576,212
28,7307.363,755.562,212
28,7296.249,774.903,212
28,7288.903,791.773,212
28,7284.182,811.113,212
28,7281.349,836.112,212
28,7277.776,869.445,212
28,7273.244,908.333,212
28,7269.976,931.173,212
28,7262.114,968.827,212
28,7250.405,1008.333,212
28,7243,1030.485,212
28,7230.092,1063.324,212
28,7218.229,1089.76,212
28,7212.036,1102.959,212
28,7203.365,1120.603,212
28,7193.809,1139.994,212
28,7187.474,1152.656,212
28,7173.753,1178.828,212
28,7154.852,1211.381,212
28,7143.335,1230.334,212
28,7124.688,1258.94,212
28,7109.965,1280.447,212
28,7101.079,1293.147,212
28,7092.205,1304.958,212
28,7077.134,1324.175,212
28,7051.951,1355.667,212
28,7023.191,1388.929,212
28,7000,1409.613,212
28,7000,1919.605,212
28,7065.79,1905.585,212
28,7096.463,1900.02,212
28,7114.366,1898.835,212
28,7137.59,1898.435,212
28,7167.199,1897.132,212
28,7200,1893.716,212
28,7230.731,1886.898,212
28,7265.292,1875.134,212
28,7296.403,1856.769,212
28,7312.72,1844.58,212
28,7335.203,1820.675,212
28,7355.497,1792.536,212
28,7366.495,1776.305,212
28,7382.499,1751.516,212
28,7395.257,1730.706,212
28,7401.804,1719.703,212
28,7411.588,1702.358,212
28,7424.281,1679.011,212
28,7432.647,1663.209,212
28,7449.019,1630.522,212
28,7466.315,1591.842,212
28,7475.504,1570.01,212
28,7487.165,1538.965,212
28,7494.646,1517.075,212
28,7498.67,1507.226,212
28,7507.368,1496.659,212
28,7525.281,1484.848,212
28,7538.718,1476.694,212
28,7568.92,1459.046,212
28,7605.007,1439.374,212
28,7625.277,1428.752,212
28,7653.938,1414.897,212
28,7675.384,1405.388,212
28,7686.032,1400.902,212
28,7701.476,1395.02,212
28,7722.729,1387.566,212
28,7737.571,1382.312,212
28,7769.627,1370.502,212
28,7808.333,1355.327,212
28,7833.068,1345.47,212
28,7864.547,1331.984,212
28,7892.847,1319.619,212
28,7918.498,1308.574,212
28,7950.507,1295.584,212
28,8000,1276.517,212
29,7363.425,600,214
29,7328.301,674.67,214
29,7309.368,712.196,214
